PHỤ LỤC E
Đặc tả danh mục đơn vị hành chính Ban hành kèm theo Công văn số 915/CTK-CSCL ngày 16 tháng 6 năm 2025 của Cục Thống kê
E.1. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP TỈNH

E.2. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP XÃ

E.3. CHUYỂN ĐỔI ĐƠN VỊ HÀNH CHÍNH SANG XSD
Chuyển đổi dữ liệu của đơn vị hành chính cấp Tỉnh và Xã sang định nghĩa SimpleType trong cấu trúc đặc tả bằng ngôn ngữ XSD


--- TABLE 1 ---
Stt	Mã số	Tên 34 tỉnh sau sáp nhập
1	01	Thành phố Hà Nội
2	04	Cao Bằng
3	08	Tuyên Quang
4	11	Điện Biên
5	12	Lai Châu
6	14	Sơn La
7	15	Lào Cai
8	19	Thái Nguyên
9	20	Lạng Sơn
10	22	Quảng Ninh
11	24	Bắc Ninh
12	25	Phú Thọ
13	31	Thành phố Hải Phòng
14	33	Hưng Yên
15	37	Ninh Bình
16	38	Thanh Hóa
17	40	Nghệ An
18	42	Hà Tĩnh
19	44	Quảng Trị
20	46	Thành phố Huế
21	48	Thành phố Đà Nẵng
22	51	Quảng Ngãi
23	52	Gia Lai
24	56	Khánh Hòa
25	66	Đắk Lắk
26	68	Lâm Đồng
27	75	Đồng Nai
28	79	Thành phố Hồ Chí Minh
29	80	Tây Ninh
30	82	Đồng Tháp
31	86	Vĩnh Long
32	91	An Giang
33	92	Thành phố Cần Thơ
34	96	Cà Mau

--- TABLE 2 ---
Stt	Mã số	Tên đơn vị hành chính	Tỉnh (thành phố)
            <xs:enumeration value="26311">
                <xs:annotation>
                    <xs:documentation> Xã Gia Kiệm - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26299">
                <xs:annotation>
                    <xs:documentation> Xã Thống Nhất - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26089">
                <xs:annotation>
                    <xs:documentation> Phường Bình Lộc - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26098">
                <xs:annotation>
                    <xs:documentation> Phường Bảo Vinh - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26104">
                <xs:annotation>
                    <xs:documentation> Phường Xuân Lập - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26080">
                <xs:annotation>
                    <xs:documentation> Phường Long Khánh - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26113">
                <xs:annotation>
                    <xs:documentation> Phường Hàng Gòn - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26329">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Quế - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26347">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Đường - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26341">
                <xs:annotation>
                    <xs:documentation> Xã Cẩm Mỹ - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26362">
                <xs:annotation>
                    <xs:documentation> Xã Sông Ray - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26359">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Đông - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26461">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Định - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26458">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Phú - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26425">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Lộc - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26446">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Hòa - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26434">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Thành - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26428">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Bắc - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26227">
                <xs:annotation>
                    <xs:documentation> Xã La Ngà - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26206">
                <xs:annotation>
                    <xs:documentation> Xã Định Quán - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26215">
                <xs:annotation>
                    <xs:documentation> Xã Phú Vinh - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26221">
                <xs:annotation>
                    <xs:documentation> Xã Phú Hòa - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26134">
                <xs:annotation>
                    <xs:documentation> Xã Tà Lài - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26122">
                <xs:annotation>
                    <xs:documentation> Xã Nam Cát Tiên - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26116">
                <xs:annotation>
                    <xs:documentation> Xã Tân Phú - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26158">
                <xs:annotation>
                    <xs:documentation> Xã Phú Lâm - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26170">
                <xs:annotation>
                    <xs:documentation> Xã Trị An - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26179">
                <xs:annotation>
                    <xs:documentation> Xã Tân An - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26188">
                <xs:annotation>
                    <xs:documentation> Phường Tân Triều - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25441">
                <xs:annotation>
                    <xs:documentation> Phường Minh Hưng - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25432">
                <xs:annotation>
                    <xs:documentation> Phường Chơn Thành - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25453">
                <xs:annotation>
                    <xs:documentation> Xã Nha Bích - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25351">
                <xs:annotation>
                    <xs:documentation> Xã Tân Quan - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25345">
                <xs:annotation>
                    <xs:documentation> Xã Tân Hưng - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25357">
                <xs:annotation>
                    <xs:documentation> Xã Tân Khai - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25349">
                <xs:annotation>
                    <xs:documentation> Xã Minh Đức - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25326">
                <xs:annotation>
                    <xs:documentation> Phường Bình Long - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25336">
                <xs:annotation>
                    <xs:documentation> Phường An Lộc - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25294">
                <xs:annotation>
                    <xs:documentation> Xã Lộc Thành - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25270">
                <xs:annotation>
                    <xs:documentation> Xã Lộc Ninh - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25303">
                <xs:annotation>
                    <xs:documentation> Xã Lộc Hưng - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25279">
                <xs:annotation>
                    <xs:documentation> Xã Lộc Tấn - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25280">
                <xs:annotation>
                    <xs:documentation> Xã Lộc Thạnh - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25292">
                <xs:annotation>
                    <xs:documentation> Xã Lộc Quang - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25318">
                <xs:annotation>
                    <xs:documentation> Xã Tân Tiến - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25308">
                <xs:annotation>
                    <xs:documentation> Xã Thiện Hưng - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25309">
                <xs:annotation>
                    <xs:documentation> Xã Hưng Phước - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
